state_code,county_code,action_taken,loan_type,loan_purpose,lien_status,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,occupancy_type,income,debt_to_income_ratio,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_race_1,applicant_race_2,co_applicant_race_1,applicant_sex,denial_reason_1,denial_reason_2,rate_spread_valid,ltv_capped,dti_numeric,label,strata
KY,21029.0,1,1,1,1,2,2,55000.0,,8.0,1.505,2,1,85.0,20%-<30%,2,2,5,,5,2,10,,True,,25.0,1,1_5
TN,47165.0,3,1,31,2,1,2,95000.0,55.51,,,3,1,16.0,>60%,2,2,5,,5,2,1,,False,55.51,65.0,0,0_5
TX,48201.0,3,1,4,2,1,2,175000.0,80.005,,,3,1,250.0,45,2,2,5,,5,2,1,3,False,80.005,45.0,0,0_5
WV,54061.0,3,1,1,1,2,2,105000.0,,,,3,1,83.0,30%-<36%,2,5,5,,8,1,3,5,False,,33.0,0,0_5
SD,46037.0,1,1,31,1,2,2,175000.0,65.891,6.0,-0.255,2,1,,42,2,2,5,,5,2,10,,False,65.891,42.0,1,1_5
TX,48201.0,3,1,1,1,2,2,225000.0,75.0,,,3,1,405.0,20%-<30%,2,5,2,,8,2,4,,False,75.0,25.0,0,0_2
TX,48121.0,3,1,32,1,2,2,255000.0,67.74,,,3,1,61.0,50%-60%,2,5,3,,8,2,1,,False,67.74,55.0,0,0_3
MO,29219.0,1,3,1,1,2,2,245000.0,100.0,6.25,-0.579,2,1,82.0,39,2,5,5,,8,1,10,,False,100.0,39.0,1,1_5
FL,12115.0,1,1,2,1,1,2,215000.0,27.523,8.75,0.47,2,1,182.0,49,2,5,5,,8,2,10,,True,27.523,49.0,1,1_5
OH,39017.0,1,1,4,2,2,2,55000.0,75.418,13.125,6.132,2,1,64.0,44,2,5,5,,8,1,10,,True,75.418,44.0,1,1_5
SC,45091.0,3,1,4,2,87,87,45000.0,,,,3,1,66.0,,3,5,5,,8,2,87,,False,,,0,0_5
FL,12119.0,1,1,1,1,2,1,265000.0,80.0,7.125,,3,3,,,2,5,5,,8,1,10,,False,80.0,,1,1_5
KY,21037.0,1,1,1,1,2,2,365000.0,90.0,6.575,0.387,2,1,227.0,20%-<30%,2,2,5,,5,1,10,,True,90.0,25.0,1,1_5
CA,6033.0,1,1,1,1,2,2,385000.0,80.0,6.5,-0.068,2,1,132.0,38,2,2,5,,3,1,10,,False,80.0,38.0,1,1_5
WY,56039.0,1,3,1,1,2,2,2005000.0,79.4,6.25,-0.938,2,1,658.0,30%-<36%,2,2,5,,5,1,10,,False,79.4,33.0,1,1_5
LA,22103.0,1,1,4,2,1,2,65000.0,90.0,10.15,1.98,2,1,153.0,<20%,2,5,5,,8,1,10,,True,90.0,10.0,1,1_5
GA,13245.0,1,3,1,1,2,2,205000.0,100.0,6.75,0.1403,2,1,72.0,39,1,5,1,3,8,1,10,,True,100.0,39.0,1,1_1
FL,12105.0,1,1,1,1,2,2,125000.0,,10.53,4.588,2,1,55.0,49,1,5,5,,8,1,10,,True,,49.0,1,1_5
MO,29189.0,1,3,1,1,2,2,215000.0,100.0,6.125,-0.82,2,1,63.0,36,3,5,3,,8,1,10,,False,100.0,36.0,1,1_3
TX,48037.0,3,1,1,1,2,2,105000.0,,,,3,1,90.0,<20%,2,5,5,,8,1,6,,False,,10.0,0,0_5
TN,47189.0,1,1,31,2,1,2,105000.0,28.198,6.99,-1.11,2,1,159.0,20%-<30%,2,2,5,,6,1,10,,False,28.198,25.0,1,1_5
FL,12083.0,1,2,1,1,2,2,225000.0,100.867,6.75,0.717,2,1,125.0,38,1,1,5,,5,1,10,,True,100.867,38.0,1,1_5
WA,53021.0,1,1,1,1,2,2,305000.0,81.579,5.25,-1.451,2,1,62.0,48,2,5,5,,8,1,10,,False,81.579,48.0,1,1_5
ND,38003.0,1,1,1,1,2,2,125000.0,80.0,6.5,-0.071,2,1,154.0,20%-<30%,2,2,5,,5,1,10,,False,80.0,25.0,1,1_5
PA,42045.0,1,1,32,1,2,2,155000.0,69.0,7.5,0.98197,2,1,118.0,43,2,5,3,,8,2,10,,True,69.0,43.0,1,1_3
CA,6007.0,1,2,1,1,2,2,325000.0,100.0,5.75,0.337,2,1,136.0,30%-<36%,2,5,5,,8,2,10,,True,100.0,33.0,1,1_5
NJ,34013.0,1,1,1,1,2,2,305000.0,60.0,5.875,-0.137,2,1,266.0,20%-<30%,2,5,3,,8,1,10,,False,60.0,25.0,1,1_3
WA,53067.0,1,1,31,1,2,2,335000.0,80.0,5.25,-1.522,2,1,182.0,20%-<30%,2,2,5,,5,2,10,,False,80.0,25.0,1,1_5
FL,12105.0,1,1,31,2,2,2,55000.0,72.1,8.875,2.591,2,1,71.0,30%-<36%,1,5,5,,8,2,10,,True,72.1,33.0,1,1_5
CA,6071.0,1,1,1,1,2,2,525000.0,83.09,7.375,0.682,2,1,110.0,48,1,5,1,,8,2,10,,True,83.09,48.0,1,1_1
MI,26077.0,3,1,2,2,1,2,245000.0,74.4,,,3,1,231.0,>60%,2,5,5,,8,2,1,,False,74.4,65.0,0,0_5
SC,45063.0,1,1,31,1,2,2,455000.0,89.126,5.99,0.211,2,1,242.0,20%-<30%,3,3,5,,5,2,10,,True,89.126,25.0,1,1_5
TX,48085.0,1,1,31,1,2,2,495000.0,67.095,5.125,-1.22,2,1,230.0,36,2,5,2,,8,1,10,,False,67.095,36.0,1,1_2
FL,12109.0,1,1,4,2,1,2,105000.0,69.72,8.0,0.4,2,1,234.0,40,2,2,5,,2,2,10,,True,69.72,40.0,1,1_5
IN,18089.0,1,1,1,2,2,2,15000.0,99.462,,,3,1,70.0,41,1,1,3,,6,2,10,,False,99.462,41.0,1,1_3
MN,27021.0,1,1,1,1,2,1,105000.0,75.0,6.4,,3,3,157.0,47,2,2,5,,5,2,10,,False,75.0,47.0,1,1_5
PA,42071.0,1,1,1,1,2,2,225000.0,102.0,6.25,0.068,2,1,61.0,39,2,5,5,,8,1,10,,True,102.0,39.0,1,1_5
IA,19153.0,1,1,1,1,2,2,365000.0,90.0,6.0,-0.267,2,1,107.0,39,2,5,2,27,8,1,10,,False,90.0,39.0,1,1_2
PA,42003.0,1,1,1,1,2,2,295000.0,95.0,6.625,0.611,2,1,88.0,42,2,2,2,,2,1,10,,True,95.0,42.0,1,1_2
WA,53067.0,1,1,4,2,2,2,65000.0,80.0,9.125,3.832,2,1,249.0,20%-<30%,2,2,5,,5,1,10,,True,80.0,25.0,1,1_5
TN,47009.0,1,1,1,1,2,2,75000.0,,9.2,3.304,2,1,78.0,47,2,2,5,,5,2,10,,True,,47.0,1,1_5
WI,55079.0,1,1,1,1,2,2,255000.0,98.717,7.0,0.418,2,1,95.0,40,1,5,5,,8,2,10,,True,98.717,40.0,1,1_5
SD,46093.0,1,3,31,1,2,2,365000.0,102.664,5.75,-0.532,2,1,,,2,2,4,,4,2,10,,False,102.664,,1,1_4
MS,28029.0,3,1,1,1,2,2,115000.0,,,,3,1,88.0,20%-<30%,2,5,3,,8,1,3,5,False,,25.0,0,0_3
TX,48139.0,1,2,1,1,2,2,415000.0,96.5,7.125,1.607,2,1,139.0,49,1,1,5,,3,2,10,,True,96.5,49.0,1,1_5
FL,12086.0,3,1,1,1,2,1,245000.0,75.0,,,3,3,143.0,>60%,1,5,5,,8,1,1,,False,75.0,65.0,0,0_5
NE,31155.0,3,3,32,1,2,2,255000.0,100.0,,,3,1,40.0,>60%,2,5,2,5,8,1,1,,False,100.0,65.0,0,0_2
OH,39135.0,1,1,2,1,2,2,35000.0,20.0,6.99,1.14044,2,1,60.0,<20%,2,2,5,,5,1,10,,True,20.0,10.0,1,1_5
AZ,4013.0,3,3,32,1,2,2,105000.0,,,,3,1,32.0,42,1,5,5,,8,2,3,,False,,42.0,0,0_5
IN,18159.0,1,1,31,2,87,87,65000.0,,,,2,1,36.0,,2,5,5,,8,2,87,,False,,,1,1_5
TX,48491.0,1,1,2,1,2,2,95000.0,24.211,7.31,0.39,2,1,50.0,40,2,5,5,,8,1,10,,True,24.211,40.0,1,1_5
AZ,4013.0,1,1,1,1,2,2,705000.0,68.955,6.625,-0.129,2,1,251.0,37,2,2,5,,5,1,10,,False,68.955,37.0,1,1_5
PR,72099.0,1,4,1,1,2,2,255000.0,85.593,4.25,-1.547,2,1,81.0,30%-<36%,1,5,5,,8,2,10,,False,85.593,33.0,1,1_5
SC,45063.0,1,1,2,2,1,2,55000.0,80.0,8.5,0.36,2,1,81.0,43,2,5,5,,8,2,10,,True,80.0,43.0,1,1_5
IA,19061.0,1,1,4,2,1,2,105000.0,69.238,8.0,-0.139,2,1,82.0,43,2,2,5,,5,2,10,,False,69.238,43.0,1,1_5
WA,53015.0,3,1,31,2,2,2,175000.0,89.737,,,3,1,200.0,50%-60%,2,3,1,,6,1,3,,False,89.737,55.0,0,0_1
FL,12127.0,1,2,1,1,2,2,285000.0,96.5,6.25,0.318,2,1,55.0,50%-60%,2,2,5,,5,2,10,,True,96.5,55.0,1,1_5
NC,37019.0,1,2,31,1,1,2,95000.0,,6.635,,3,1,24.0,,2,5,5,,8,2,10,,False,,,1,1_5
TX,48201.0,3,1,1,2,2,2,105000.0,68.481,,,3,1,0.0,40,1,1,5,,5,1,6,,False,68.481,40.0,0,0_5
IL,17031.0,3,1,2,2,1,2,115000.0,85.195,,,3,1,31.0,>60%,2,5,5,,8,1,1,4,False,85.195,65.0,0,0_5
KY,21121.0,3,1,1,1,2,2,85000.0,,,,3,1,18.0,>60%,3,5,5,,8,2,1,3,False,,65.0,0,0_5
FL,12081.0,1,1,1,1,2,2,385000.0,55.0,6.75,-0.142,2,1,160.0,44,2,5,5,,8,1,10,,False,55.0,44.0,1,1_5
SC,45019.0,1,1,32,2,2,2,145000.0,51.936,8.625,2.046,2,1,168.0,30%-<36%,2,5,5,,8,1,10,,True,51.936,33.0,1,1_5
NM,35045.0,3,1,2,2,2,2,55000.0,74.967,,,3,1,111.0,,2,5,5,,8,2,9,,False,74.967,,0,0_5
TN,47105.0,1,1,2,2,1,2,255000.0,74.23,7.14,-0.97,2,1,166.0,46,2,2,5,,5,2,10,,False,74.23,46.0,1,1_5
FL,12111.0,1,1,32,1,2,2,255000.0,61.205,6.625,-0.133,2,1,105.0,20%-<30%,2,5,5,,8,1,10,,False,61.205,25.0,1,1_5
AZ,4025.0,3,1,2,2,2,2,105000.0,76.251,,,3,1,38.0,50%-60%,2,5,5,,8,1,3,1,False,76.251,55.0,0,0_5
FL,12117.0,3,1,32,1,2,2,125000.0,74.0,,,3,1,63.0,20%-<30%,2,5,5,,8,1,4,,False,74.0,25.0,0,0_5
WA,53033.0,1,1,1,1,2,2,965000.0,43.146,6.125,0.059,2,1,212.0,49,2,5,2,21,8,2,10,,True,43.146,49.0,1,1_2
KY,21141.0,1,3,31,1,2,2,275000.0,,5.75,-0.213,2,1,,,3,5,1,5,8,1,10,,False,,,1,1_1
IN,18069.0,1,1,32,1,2,2,135000.0,50.368,6.625,0.032,2,1,40.0,30%-<36%,2,5,5,,8,1,10,,True,50.368,33.0,1,1_5
AZ,4013.0,1,1,1,1,2,2,595000.0,95.0,6.625,0.111,2,1,147.0,42,2,2,4,44,5,2,10,,True,95.0,42.0,1,1_4
TN,47157.0,1,1,32,1,2,1,85000.0,71.053,6.75,,3,3,214.0,47,2,5,5,,8,1,10,,False,71.053,47.0,1,1_5
MI,26047.0,3,1,1,1,2,2,405000.0,75.0,,,3,2,351.0,20%-<30%,2,2,5,,5,1,4,,False,75.0,25.0,0,0_5
IL,17043.0,3,1,4,2,2,2,85000.0,62.605,,,3,1,60.0,>60%,2,2,5,,5,1,3,,False,62.605,65.0,0,0_5
TX,48299.0,3,1,32,1,2,2,145000.0,80.0,,,3,1,52.0,20%-<30%,2,2,5,,6,2,4,7,False,80.0,25.0,0,0_5
SC,45045.0,1,1,1,1,2,2,475000.0,,6.625,0.13,2,1,137.0,47,2,5,5,,8,1,10,,True,,47.0,1,1_5
KS,20035.0,1,2,1,1,2,2,135000.0,100.0,7.25,1.065,2,1,80.0,30%-<36%,2,5,5,,8,2,10,,True,100.0,33.0,1,1_5
NC,37069.0,1,1,32,2,2,2,65000.0,51.0,9.25,3.776,2,1,140.0,39,2,3,5,,6,2,10,,True,51.0,39.0,1,1_5
CA,6007.0,3,1,32,2,2,2,145000.0,,,,3,1,61.0,<20%,2,5,5,,8,2,4,,False,,10.0,0,0_5
TX,48121.0,3,1,2,2,1,2,105000.0,45.86,,,3,1,130.0,30%-<36%,2,5,3,,8,1,3,,False,45.86,33.0,0,0_3
PA,42125.0,3,2,32,1,2,2,285000.0,80.0,,,3,1,235.0,49,2,2,5,,5,2,6,,False,80.0,49.0,0,0_5
IN,18141.0,1,1,2,2,1,2,75000.0,23.0,8.5,0.35,3,1,89.0,20%-<30%,2,2,5,,5,2,10,,True,23.0,25.0,1,1_5
TX,48141.0,1,2,1,1,2,2,175000.0,,8.125,2.569,2,1,59.0,43,1,5,5,,8,1,10,,True,,43.0,1,1_5
NY,36059.0,1,1,1,1,2,2,1085000.0,80.0,6.625,0.1039,2,1,2365.0,<20%,2,5,5,,8,2,10,,True,80.0,10.0,1,1_5
CT,9130.0,1,1,31,2,87,87,105000.0,,,,2,1,62.0,,2,2,5,,5,2,87,,False,,,1,1_5
CA,6037.0,1,1,1,1,2,2,555000.0,61.67,7.5,1.48,3,3,117.0,44,2,5,3,,8,2,10,,True,61.67,44.0,1,1_3
CA,6073.0,1,1,31,1,2,2,635000.0,75.0,6.125,-0.394,2,1,151.0,44,2,5,5,,8,1,10,,False,75.0,44.0,1,1_5
NY,36055.0,1,1,4,2,1,2,35000.0,25.242,4.5,,3,1,62.0,30%-<36%,2,2,5,,5,2,10,,False,25.242,33.0,1,1_5
NC,37063.0,1,1,1,1,2,2,285000.0,48.19,6.375,-0.098,2,1,216.0,30%-<36%,2,2,5,,5,1,10,,False,48.19,33.0,1,1_5
CA,6037.0,1,2,32,1,1,2,285000.0,43.3,6.42,,3,1,25.0,>60%,2,5,3,,8,1,10,,False,43.3,65.0,1,1_3
FL,12095.0,3,1,32,2,87,87,105000.0,,,,3,1,77.0,,2,5,5,,8,1,87,,False,,,0,0_5
IL,17031.0,1,2,4,1,2,2,355000.0,56.911,6.99,0.779,2,1,109.0,38,2,5,2,27,8,1,10,,True,56.911,38.0,1,1_2
VA,51059.0,1,3,1,1,2,2,825000.0,100.0,7.125,0.296,2,1,318.0,30%-<36%,2,1,3,,5,1,10,,True,100.0,33.0,1,1_3
NV,32003.0,1,2,31,1,2,2,505000.0,93.68,6.75,0.577,2,1,,,2,2,4,44,4,1,10,,True,93.68,,1,1_4
CA,6037.0,3,1,32,2,2,1,355000.0,,,,3,1,26.0,,2,5,5,,8,1,4,,False,,,0,0_5
GA,13157.0,1,1,1,1,2,2,215000.0,61.765,7.375,1.57,2,1,64.0,46,2,5,5,,8,1,10,,True,61.765,46.0,1,1_5
WI,55045.0,1,1,1,1,87,87,245000.0,,,,2,1,135.0,,2,2,5,,5,1,87,,False,,,1,1_5
OR,41005.0,3,1,1,1,2,2,235000.0,95.0,,,3,1,84.0,50%-60%,2,2,4,42,5,1,2,,False,95.0,55.0,0,0_4
FL,12099.0,3,2,32,1,2,2,325000.0,80.0,,,3,1,50.0,>60%,2,5,3,,8,1,1,,False,80.0,65.0,0,0_3
PA,42017.0,1,1,1,1,2,2,695000.0,80.0,7.875,0.977,2,1,211.0,41,2,5,5,,8,1,10,,True,80.0,41.0,1,1_5
FL,12086.0,1,1,32,1,2,2,415000.0,59.286,6.125,-0.177,2,1,224.0,20%-<30%,2,1,5,,5,1,10,,False,59.286,25.0,1,1_5
CA,6073.0,1,3,31,1,2,2,1555000.0,94.516,5.499,-1.071,2,1,,,2,2,5,,5,2,10,,False,94.516,,1,1_5
NY,36027.0,1,1,1,1,2,2,575000.0,80.9,7.125,0.052,2,1,278.0,30%-<36%,2,2,5,,5,1,10,,True,80.9,33.0,1,1_5
MO,29099.0,1,2,1,1,2,2,225000.0,96.5,6.624,0.698,2,1,95.0,38,14,14,5,,5,2,10,,True,96.5,38.0,1,1_5
CO,8031.0,3,2,31,1,2,2,695000.0,91.892,,,3,1,146.0,50%-60%,2,2,5,,5,1,9,,False,91.892,55.0,0,0_5
FL,12071.0,1,1,1,1,2,1,325000.0,75.0,6.875,,3,3,161.0,39,2,5,5,,8,1,10,,False,75.0,39.0,1,1_5
FL,12081.0,1,1,4,2,1,2,45000.0,88.87,10.49,2.27,2,1,80.0,40,1,5,5,,8,2,10,,True,88.87,40.0,1,1_5
TX,48231.0,1,1,1,1,2,2,275000.0,94.828,6.998,0.725,2,1,88.0,42,2,5,5,,8,1,10,,True,94.828,42.0,1,1_5
CA,6065.0,1,3,1,1,2,2,635000.0,100.0,5.625,-0.412,2,1,205.0,45,2,2,2,23,2,1,10,,False,100.0,45.0,1,1_2
TX,48339.0,1,2,1,1,2,2,265000.0,96.49,4.875,-1.641,2,1,93.0,30%-<36%,2,5,3,,8,1,10,,False,96.49,33.0,1,1_3
MT,30029.0,1,1,31,2,1,2,305000.0,67.718,8.9,0.76,3,2,415.0,37,2,5,5,,8,1,10,,True,67.718,37.0,1,1_5
VA,51049.0,1,3,1,1,2,2,345000.0,,6.625,0.042,2,1,215.0,20%-<30%,2,2,5,,5,1,10,,True,,25.0,1,1_5
TX,48071.0,1,1,4,2,2,2,85000.0,73.743,8.125,2.312,2,1,179.0,20%-<30%,2,2,5,,5,1,10,,True,73.743,25.0,1,1_5
HI,15003.0,1,1,31,2,1,2,405000.0,42.631,5.908,-2.13,2,1,235.0,36,2,2,2,24,2,2,10,,False,42.631,36.0,1,1_2
AZ,4013.0,1,1,2,2,1,2,75000.0,77.93,5.99,-2.15,2,1,187.0,30%-<36%,2,5,2,21,8,1,10,,False,77.93,33.0,1,1_2
GA,13213.0,1,1,32,1,2,2,145000.0,68.293,6.99,0.522,2,1,35.0,36,2,5,5,,8,2,10,,True,68.293,36.0,1,1_5
NY,36059.0,1,1,31,2,1,2,125000.0,20.38,6.99,-1.29,2,1,230.0,20%-<30%,2,2,5,,5,1,10,,False,20.38,25.0,1,1_5
OH,39061.0,1,1,4,2,2,2,105000.0,79.8,8.15,2.22,2,1,89.0,41,2,5,5,,8,1,10,,True,79.8,41.0,1,1_5
,,3,1,1,1,2,2,85000.0,,,,3,1,31.0,>60%,2,5,3,,8,2,1,3,False,,65.0,0,0_3
GA,13245.0,1,3,1,1,2,2,295000.0,100.0,5.5,-1.318,2,1,81.0,50%-60%,2,5,3,5,8,2,10,,False,100.0,55.0,1,1_3
NE,31025.0,1,3,1,1,2,2,605000.0,100.0,6.125,-0.496,2,1,147.0,50%-60%,2,5,5,,8,1,10,,False,100.0,55.0,1,1_5
OR,41047.0,3,1,4,2,1,2,55000.0,94.2,,,3,1,43.0,>60%,2,5,1,5,8,1,1,3,False,94.2,65.0,0,0_1
IL,17031.0,1,1,1,1,2,2,295000.0,70.0,7.125,0.947,2,1,82.0,42,2,2,2,22,2,2,10,,True,70.0,42.0,1,1_2
TX,48085.0,1,1,31,1,2,2,325000.0,72.991,7.25,0.919,2,1,67.0,48,2,5,5,,8,2,10,,True,72.991,48.0,1,1_5
IA,19059.0,3,1,31,1,1,2,505000.0,54.93,,,3,2,-12.0,>60%,2,2,5,,5,1,1,,False,54.93,65.0,0,0_5
NV,32031.0,1,1,1,1,2,2,455000.0,80.0,7.0,0.162,2,1,116.0,41,2,5,5,,8,1,10,,True,80.0,41.0,1,1_5
NJ,34029.0,1,1,4,2,1,2,205000.0,48.177,8.82,0.67,2,1,115.0,50%-60%,2,2,5,,5,1,10,,True,48.177,55.0,1,1_5
GA,13057.0,1,1,1,1,2,2,285000.0,62.167,5.9,-0.566,2,1,62.0,49,2,2,2,21,2,2,10,,False,62.167,49.0,1,1_2
IN,18049.0,1,1,32,1,2,2,165000.0,76.364,8.0,0.513,2,1,72.0,45,2,5,5,,8,1,10,,True,76.364,45.0,1,1_5
TX,48401.0,1,1,32,1,2,2,235000.0,67.0,6.875,0.33,2,1,153.0,30%-<36%,2,2,5,,5,1,10,,True,67.0,33.0,1,1_5
NY,36031.0,1,1,1,1,2,1,75000.0,75.0,7.625,,3,3,62.0,20%-<30%,2,5,5,,8,1,10,,False,75.0,25.0,1,1_5
NJ,34003.0,1,1,4,2,1,2,125000.0,69.951,10.25,4.327,2,3,350.0,48,2,3,5,3,6,1,10,,True,69.951,48.0,1,1_5
OH,39083.0,1,1,2,2,1,2,55000.0,70.873,9.5,1.4,2,1,134.0,20%-<30%,2,2,5,,5,2,10,,True,70.873,25.0,1,1_5
PA,42133.0,1,1,32,1,2,2,165000.0,73.636,6.875,-0.014,2,1,86.0,30%-<36%,2,5,5,,8,1,10,,False,73.636,33.0,1,1_5
CA,6073.0,1,1,1,1,2,2,785000.0,95.0,6.75,0.747,2,1,220.0,43,3,5,5,,8,1,10,,True,95.0,43.0,1,1_5
TX,48113.0,3,1,32,1,2,2,45000.0,23.414,,,3,1,43.0,43,2,5,3,,8,2,3,,False,23.414,43.0,0,0_3
NY,36071.0,3,1,31,1,1,2,155000.0,37.5,,,3,1,59.0,>60%,,1,5,,5,1,3,,False,37.5,65.0,0,0_5
IA,19055.0,1,1,1,1,2,1,215000.0,74.84,7.75,,3,3,,,2,2,5,,5,1,10,,False,74.84,,1,1_5
GA,13121.0,1,1,1,1,2,2,465000.0,80.0,6.375,-0.368,2,1,139.0,37,2,5,5,,8,2,10,,False,80.0,37.0,1,1_5
MO,29183.0,1,1,4,2,1,2,35000.0,34.475,10.35,2.21,2,1,,45,1,5,5,,8,2,10,,True,34.475,45.0,1,1_5
AK,2090.0,1,3,31,1,2,2,345000.0,,4.99,-0.903,2,1,,,1,5,5,,8,1,10,,False,,,1,1_5
NC,37159.0,1,3,32,1,2,2,315000.0,72.326,5.75,-0.951,2,1,101.0,30%-<36%,1,5,1,,8,1,10,,False,72.326,33.0,1,1_1
NC,37193.0,3,1,1,1,2,2,175000.0,,,,3,1,57.0,40,1,1,5,,6,2,6,,False,,40.0,0,0_5
ID,16001.0,1,1,1,1,2,2,1525000.0,80.0,7.75,1.047,3,2,525.0,46,2,5,5,,8,1,10,,True,80.0,46.0,1,1_5
CO,8041.0,3,3,31,1,2,2,375000.0,,,,3,1,,,2,5,4,43,8,1,7,,False,,,0,0_4
TN,47189.0,1,1,31,1,1,2,105000.0,18.997,6.99,-0.72,2,1,81.0,20%-<30%,2,5,5,,8,1,10,,False,18.997,25.0,1,1_5
FL,12097.0,3,1,4,2,1,2,55000.0,71.326,,,3,1,63.0,>60%,2,5,5,,8,2,1,,False,71.326,65.0,0,0_5
MO,29183.0,3,1,2,2,1,2,15000.0,61.664,,,3,1,49.0,>60%,2,5,5,,8,2,1,,False,61.664,65.0,0,0_5
AR,5143.0,1,1,1,1,2,2,285000.0,90.0,6.875,0.435,2,1,101.0,30%-<36%,2,2,5,,5,2,10,,True,90.0,33.0,1,1_5
IN,18085.0,1,1,1,1,2,2,75000.0,95.0,6.5,0.435,2,1,43.0,20%-<30%,2,5,5,,8,1,10,,True,95.0,25.0,1,1_5
OH,39049.0,1,1,4,2,1,2,55000.0,65.626,10.0,1.86,2,1,119.0,30%-<36%,2,5,5,,8,2,10,,True,65.626,33.0,1,1_5
WV,54107.0,1,3,1,1,2,2,215000.0,100.0,5.625,-0.747,2,1,54.0,49,2,2,5,,5,1,10,,False,100.0,49.0,1,1_5
MD,24005.0,1,1,1,1,2,1,315000.0,80.0,8.625,,3,3,927.0,<20%,3,5,3,,8,2,10,,False,80.0,10.0,1,1_3
HI,15003.0,1,3,1,1,2,2,705000.0,100.0,5.75,-0.061,2,1,211.0,44,2,2,4,42,2,2,10,,False,100.0,44.0,1,1_4
OH,39035.0,3,1,2,2,2,2,25000.0,71.44,,,3,1,82.0,>60%,2,5,3,,8,2,3,,False,71.44,65.0,0,0_3
CA,6075.0,1,1,1,1,2,2,405000.0,80.0,6.875,-0.039,2,1,136.0,38,2,5,2,27,8,2,10,,False,80.0,38.0,1,1_2
TX,48453.0,1,1,1,1,2,2,475000.0,97.0,6.5,0.482,2,1,213.0,30%-<36%,2,2,5,,5,1,10,,True,97.0,33.0,1,1_5
VA,51083.0,3,1,1,1,2,2,55000.0,80.0,,,3,1,66.0,37,1,1,5,,5,2,7,,False,80.0,37.0,0,0_5
OH,39043.0,1,1,4,2,2,2,35000.0,79.99,12.38,6.574,2,1,63.0,43,2,5,5,,8,1,10,,True,79.99,43.0,1,1_5
CA,6065.0,1,1,4,2,1,2,105000.0,69.97,9.25,1.09,2,1,96.0,46,2,5,1,5,8,1,10,,True,69.97,46.0,1,1_1
MO,29189.0,1,1,1,1,2,2,135000.0,80.0,6.875,0.188,2,1,151.0,<20%,2,5,5,,8,1,10,,True,80.0,10.0,1,1_5
OH,39175.0,1,1,1,1,2,2,85000.0,95.0,7.0,0.417,2,1,27.0,30%-<36%,2,5,5,,8,1,10,,True,95.0,33.0,1,1_5
AR,5033.0,1,4,1,1,2,2,145000.0,98.962,6.375,0.609,2,1,52.0,37,2,5,5,,8,1,10,,True,98.962,37.0,1,1_5
PA,42091.0,1,1,4,2,2,2,285000.0,88.1,7.74,1.34,2,1,304.0,30%-<36%,3,3,5,,5,2,10,,True,88.1,33.0,1,1_5
SC,45013.0,1,3,31,1,2,2,305000.0,,6.24,-0.519,2,1,,,2,5,3,,8,2,10,,False,,,1,1_3
MI,26099.0,1,1,31,1,1,2,195000.0,80.0,6.49,-1.7,2,1,71.0,41,2,5,5,,8,1,10,,False,80.0,41.0,1,1_5
LA,22093.0,3,1,31,1,2,2,415000.0,109.211,,,3,1,143.0,37,2,2,5,,5,2,4,,False,105.0,37.0,0,0_5
SC,45045.0,3,1,4,2,1,2,35000.0,68.97,,,3,1,72.0,>60%,2,5,5,,8,2,1,,False,68.97,65.0,0,0_5
CA,6039.0,1,1,32,1,2,2,315000.0,70.0,6.375,0.297,2,1,171.0,20%-<30%,2,2,5,,5,1,10,,True,70.0,25.0,1,1_5
FL,12117.0,1,1,1,1,2,2,645000.0,69.524,7.75,1.665,2,1,402.0,30%-<36%,1,5,5,,8,1,10,,True,69.524,33.0,1,1_5
CA,6073.0,1,3,31,1,2,2,495000.0,95.883,5.17,-1.067,2,1,,,2,5,3,5,8,2,10,,False,95.883,,1,1_3
NC,37077.0,1,1,1,1,2,2,285000.0,90.0,7.375,0.201,2,1,140.0,50%-60%,2,2,5,,5,2,10,,True,90.0,55.0,1,1_5
OR,41017.0,1,1,32,1,2,2,335000.0,66.14,7.125,0.859,2,1,117.0,44,2,2,5,,5,2,10,,True,66.14,44.0,1,1_5
GA,13295.0,1,2,1,1,2,2,175000.0,103.46,6.25,0.516,2,1,40.0,42,2,5,5,,8,1,10,,True,103.46,42.0,1,1_5
,,1,1,1,1,2,2,305000.0,61.53,6.625,0.17,2,1,115.0,37,2,2,5,,5,2,10,,True,61.53,37.0,1,1_5
UT,49047.0,1,1,31,2,1,2,85000.0,81.32,10.0,1.77,2,1,73.0,39,2,1,5,,5,2,10,,True,81.32,39.0,1,1_5
GA,13139.0,1,1,31,2,1,2,75000.0,62.395,8.0,-0.16,2,1,133.0,30%-<36%,2,5,5,,8,1,10,,False,62.395,33.0,1,1_5
GA,13253.0,3,1,1,1,2,2,165000.0,,,,3,1,107.0,,2,2,5,,3,2,9,,False,,,0,0_5
NC,37127.0,3,2,4,1,2,2,55000.0,33.33,,,3,1,16.0,50%-60%,2,5,3,,8,2,4,7,False,33.33,55.0,0,0_3
CT,9190.0,1,1,4,2,1,2,75000.0,78.07,9.74,1.57,2,1,148.0,46,2,2,5,,5,2,10,,True,78.07,46.0,1,1_5
